Tue Jun 29 17:50:58 2021    profile.out

         889378 function calls (833697 primitive calls) in 55.045 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cookies.py:625(SimpleCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:97(MockResponse)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(ReadTimeout)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 client.py:1434(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1475(BadStatusLine)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ssl.py:526(SSLObject)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        1    0.000    0.000    0.000    0.000 encoding.py:256(validate)
        1    0.000    0.000    0.000    0.000 big_endian_int.py:1(<module>)
        1    0.000    0.000    0.002    0.002 datatypes.py:359(Signature)
        1    0.000    0.000    0.000    0.000 CMAC.py:41(CMAC)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.001    0.001 __init__.py:372(get_build_platform)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.002    0.002 typing.py:835(_Optional)
        1    0.000    0.000    0.000    0.000 typing.py:404(_Any)
        1    0.000    0.000    0.000    0.000 __init__.py:951(StreamHandler)
        1    0.000    0.000    0.001    0.001 __init__.py:1085(__init__)
        1    0.000    0.000    0.000    0.000 well_known_types.py:810(ListValue)
        1    0.000    0.000    0.000    0.000 message.py:54(Message)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:123(__new__)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        2    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        1    0.000    0.000    0.001    0.001 decoding.py:212(BaseArrayDecoder)
        1    0.000    0.000    0.001    0.001 decoding.py:425(BytesDecoder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        3    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 text_encoding.py:50(<listcomp>)
        1    0.000    0.000    0.012    0.012 raw.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ecdsa.py:110(Public_key)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 ssl.py:680(SSLSocket)
        1    0.000    0.000    0.001    0.001 encoding.py:336(PackedSignedIntegerEncoder)
        1    0.000    0.000    0.002    0.002 encoding.py:452(PackedSignedFixedEncoder)
        1    0.000    0.000    0.000    0.000 expressions.py:320(Sequence)
        1    0.000    0.000    0.000    0.000 <string>:5(_GHash_Imp)
        1    0.000    0.000    0.000    0.000 __init__.py:406(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1614(_register)
        1    0.000    0.000    0.002    0.002 typing.py:1245(TupleMeta)
        1    0.000    0.000    0.000    0.000 contract.py:300(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.007    0.007 <frozen importlib._bootstrap_external>:980(_recalculate)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.005    0.005 core.py:8(<module>)
        1    0.000    0.000    0.000    0.000 six.py:473(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2040(IPv6Interface)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.001    0.001 encoding.py:313(SignedIntegerEncoder)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:297(Compound)
        1    0.000    0.000    0.000    0.000 expressions.py:347(OneOf)
        1    0.000    0.000    0.000    0.000 decoding.py:279(validate)
        1    0.000    0.000    0.001    0.001 decoding.py:378(UnsignedIntegerDecoder)
        1    0.000    0.000    0.001    0.001 lists.py:98(CountableList)
        1    0.000    0.000    0.000    0.000 main.py:12(__init__)
        2    0.000    0.000    0.000    0.000 functoolz.py:275(keywords)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _compat.py:25(with_metaclass)
        1    0.000    0.000    0.015    0.015 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:643(Filter)
        1    0.000    0.000    0.000    0.000 message_factory.py:56(MessageFactory)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 codec.py:131(ABIDecoder)
        1    0.000    0.000    0.077    0.077 datatypes.py:72(__init__)
        2    0.000    0.000    0.000    0.000 six.py:858(__prepare__)
        2    0.000    0.000    0.000    0.000 mixins.py:162(_setattr)
        1    0.000    0.000    0.027    0.027 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 blocks.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 abi.py:369(BytesEncoder)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 request.py:1416(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:2394(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        2    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 grammar.py:263(LazyReference)
        2    0.000    0.000    0.000    0.000 codec.py:36(__init__)
        1    0.000    0.000    0.000    0.000 serializable.py:25(MetaBase)
        1    0.000    0.000    0.013    0.013 toolz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mode_cbc.py:63(CbcMode)
        1    0.000    0.000    0.000    0.000 _mode_ctr.py:60(CtrMode)
        2    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 inspect.py:2388(_empty)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:538(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:23(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:769(_get_type_vars)
        1    0.000    0.000    0.001    0.001 typing.py:1298(CallableMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1924(MappingView)
        1    0.000    0.000    0.000    0.000 typing.py:160(_TypingBase)
        1    0.000    0.000    0.000    0.000 contract.py:392(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 cpp_message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 well_known_types.py:757(Struct)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        2    0.000    0.000    0.001    0.000 six.py:847(__new__)
        1    0.000    0.000    0.000    0.000 descriptor.py:642(EnumDescriptor)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threads.py:8(Timeout)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 hmac.py:21(HMAC)
        1    0.000    0.000    0.000    0.000 base.py:99(ColumnIndex)
        1    0.000    0.000    0.000    0.000 ellipticcurve.py:56(CurveFp)
        1    0.000    0.000    0.000    0.000 ellipticcurve.py:135(PointJacobi)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(FallbackNotFound)
        1    0.000    0.000    0.000    0.000 sessions.py:96(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1231(Absent)
        1    0.000    0.000    0.000    0.000 cookies.py:150(CookieError)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 request.py:1256(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 client.py:1442(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 six.py:394(Module_six_moves_urllib_request)
        3    0.000    0.000    0.000    0.000 grammar.py:286(__init__)
        1    0.000    0.000    0.000    0.000 binary.py:22(fixed_length)
        1    0.000    0.000    0.001    0.001 logging.py:14(__init__)
        1    0.000    0.000    0.000    0.000 logging.py:125(replace_logger_class)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        4    0.000    0.000    0.000    0.000 __init__.py:329(register_loader_type)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 block.py:232(ConfigParser)
        1    0.000    0.000    0.002    0.002 datetime.py:531(__neg__)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:1270(Default)
        1    0.000    0.000    0.000    0.000 well_known_types.py:565(_FieldMaskTree)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 keys.py:127(VerifyingKey)
        1    0.000    0.000    0.000    0.000 auth.py:79(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 request.py:1082(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:28(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 wait.py:14(NoWayToWaitForSocketError)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        1    0.000    0.000    0.000    0.000 connectionpool.py:60(ConnectionPool)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 encoding.py:182(validate)
        1    0.000    0.000    0.000    0.000 encoding.py:587(PackedTextStringEncoder)
        2    0.000    0.000    0.000    0.000 grammar.py:127(_check_default_rule)
        1    0.000    0.000    0.002    0.002 atomic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transactions.py:178(UnsignedTransaction)
        1    0.000    0.000    0.006    0.006 pyparsing.py:2765(Regex)
        1    0.000    0.000    0.001    0.001 _compat.py:34(__new__)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:3091(Requirement)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(EggProvider)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
